district,soiltype,season,avgrainfall_mm,avgtemp_c,avghumidity_%,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,Crop
Mumbai Suburban,Black,Rabi,680,30,89,7,219,11,254,Cotton
Mumbai Suburban,Sandy,Zaid,1284,36,87,8,247,27,199,Wheat
Sindhudurg,Sandy,Zaid,1215,26,67,6,238,15,185,Tur
Hingoli,Black,Kharif,607,22,48,7,267,23,188,Wheat
Ahmednagar,Black,Rabi,1095,24,55,7,267,36,173,Tur
Gadchiroli,Red,Zaid,754,35,66,7,360,26,254,Maize
Gadchiroli,Black,Zaid,1012,26,54,7,338,29,238,Maize
Akola,Sandy,Rabi,1144,24,79,9,238,33,187,Cotton
Ahmednagar,Alluvial,Rabi,1521,29,50,7,284,26,276,Sugarcane
Washim,Sandy,Zaid,1508,26,90,7,279,27,167,Maize
Buldhana,Sandy,Zaid,969,29,61,6,264,34,230,Sugarcane
Washim,Laterite,Kharif,453,30,75,8,289,39,243,Rice
Kolhapur,Black,Zaid,1388,31,73,8,282,35,198,Cotton
Yavatmal,Red,Kharif,1152,27,74,6,168,16,287,Cotton
Bhandara,Sandy,Kharif,1042,23,83,7,293,17,221,Sugarcane
Buldhana,Alluvial,Rabi,1253,19,73,7,265,27,244,Maize
Washim,Red,Zaid,989,24,63,8,259,35,263,Wheat
Amravati,Laterite,Kharif,778,28,37,8,260,36,201,Maize
Yavatmal,Sandy,Zaid,1024,25,64,6,248,29,266,Cotton
Chandrapur,Laterite,Kharif,814,25,71,6,352,21,240,Soybean
Aurangabad,Black,Zaid,895,31,30,7,240,19,189,Wheat
Nashik,Laterite,Rabi,668,28,49,7,268,33,163,Rice
Ahmednagar,Sandy,Kharif,635,24,64,7,300,2,105,Wheat
Nandurbar,Red,Kharif,1202,15,70,6,275,42,191,Sugarcane
Solapur,Red,Kharif,740,29,107,7,273,27,263,Rice
Satara,Sandy,Rabi,862,33,44,6,283,22,259,Maize
Nashik,Laterite,Rabi,750,40,55,7,256,25,178,Soybean
Pune,Alluvial,Kharif,778,31,82,7,281,17,317,Maize
Sindhudurg,Black,Zaid,834,23,70,7,276,13,179,Wheat
Buldhana,Black,Kharif,605,17,67,7,268,29,259,Cotton
Washim,Black,Rabi,888,33,42,8,286,27,112,Rice
Hingoli,Black,Rabi,808,28,75,7,248,25,290,Tur
Jalna,Sandy,Rabi,969,35,78,8,227,35,223,Soybean
Mumbai City,Alluvial,Kharif,891,26,77,6,249,18,254,Tur
Mumbai Suburban,Laterite,Zaid,1436,31,72,6,352,33,173,Soybean
Akola,Red,Rabi,996,23,48,7,178,18,149,Sugarcane
Dhule,Alluvial,Rabi,658,27,35,7,307,36,156,Tur
Amravati,Red,Zaid,1308,26,67,7,332,23,300,Maize
Gadchiroli,Laterite,Kharif,1241,31,40,7,269,15,223,Sugarcane
Ratnagiri,Red,Rabi,1341,33,68,8,315,24,196,Wheat
Wardha,Alluvial,Rabi,836,28,50,7,231,24,230,Cotton
Nanded,Sandy,Kharif,920,34,53,6,311,30,234,Soybean
Solapur,Laterite,Kharif,1557,26,64,8,256,22,236,Maize
Ahmednagar,Sandy,Rabi,1227,26,46,7,324,21,250,Cotton
Thane,Sandy,Zaid,161,16,70,6,251,27,228,Tur
Akola,Red,Zaid,205,29,63,7,240,28,114,Cotton
Amravati,Alluvial,Rabi,647,25,69,7,286,37,195,Tur
Solapur,Sandy,Rabi,580,28,58,8,310,25,191,Cotton
Thane,Sandy,Rabi,1027,31,44,8,276,37,209,Rice
Kolhapur,Red,Rabi,922,27,54,7,265,20,213,Maize
Buldhana,Alluvial,Kharif,1100,22,81,7,350,32,271,Soybean
Jalgaon,Alluvial,Rabi,994,35,86,7,283,22,196,Soybean
Thane,Alluvial,Rabi,1528,33,69,8,282,25,163,Soybean
Wardha,Sandy,Kharif,709,29,62,7,243,34,207,Rice
Satara,Sandy,Rabi,1086,19,73,6,251,19,148,Sugarcane
Gondia,Laterite,Kharif,856,25,45,8,196,18,245,Soybean
Nagpur,Red,Rabi,830,26,68,8,256,28,238,Cotton
Dhule,Red,Kharif,1065,28,65,8,279,9,226,Rice
Mumbai Suburban,Red,Zaid,1113,24,63,6,244,30,152,Sugarcane
Yavatmal,Alluvial,Rabi,1197,27,46,7,258,27,236,Rice
Chandrapur,Red,Kharif,709,32,79,7,269,26,229,Maize
Mumbai Suburban,Sandy,Zaid,724,27,87,7,236,35,203,Cotton
Mumbai City,Laterite,Kharif,780,25,46,7,325,28,233,Cotton
Osmanabad,Sandy,Rabi,639,25,81,7,282,22,202,Wheat
Chandrapur,Red,Kharif,330,20,52,7,301,35,172,Rice
Palghar,Red,Rabi,573,26,54,8,230,36,283,Sugarcane
Aurangabad,Sandy,Kharif,729,29,67,7,274,18,302,Wheat
Solapur,Laterite,Zaid,1310,34,74,8,290,30,273,Wheat
Yavatmal,Sandy,Kharif,788,30,78,7,386,28,254,Sugarcane
Parbhani,Sandy,Rabi,1415,24,29,7,259,13,308,Cotton
Gondia,Red,Rabi,1059,24,67,7,262,21,239,Rice
Buldhana,Black,Rabi,1115,25,78,7,219,23,282,Soybean
Ratnagiri,Laterite,Zaid,426,26,86,8,269,29,185,Maize
Amravati,Alluvial,Kharif,717,19,73,6,258,35,208,Soybean
Washim,Laterite,Zaid,759,30,69,8,314,25,209,Sugarcane
Mumbai City,Sandy,Zaid,1509,39,54,7,245,30,194,Tur
Kolhapur,Alluvial,Kharif,857,26,46,7,297,44,242,Soybean
Raigad,Red,Rabi,939,25,75,7,224,27,150,Rice
Pune,Red,Rabi,953,36,55,7,219,21,214,Soybean
Gondia,Sandy,Rabi,770,27,95,7,260,34,246,Soybean
Mumbai Suburban,Sandy,Rabi,973,31,41,7,356,43,237,Wheat
Jalgaon,Alluvial,Kharif,954,28,82,7,203,25,247,Rice
Sangli,Laterite,Kharif,718,32,93,7,233,32,231,Rice
Wardha,Black,Rabi,765,32,43,7,346,23,298,Wheat
Nashik,Laterite,Zaid,293,35,56,7,280,34,192,Wheat
Amravati,Laterite,Zaid,1551,36,77,7,267,23,139,Rice
Nandurbar,Red,Zaid,1397,26,77,6,206,34,164,Soybean
Nashik,Laterite,Kharif,702,29,43,8,333,22,170,Rice
Latur,Black,Kharif,1309,22,61,7,247,41,222,Maize
Jalna,Black,Zaid,707,33,81,7,298,32,238,Maize
Washim,Black,Rabi,465,31,65,6,301,15,244,Rice
Amravati,Laterite,Kharif,408,29,78,7,319,11,154,Cotton
Beed,Laterite,Rabi,729,25,53,7,270,9,178,Rice
Gadchiroli,Alluvial,Rabi,1141,33,66,8,259,21,274,Maize
Ahmednagar,Alluvial,Kharif,572,22,64,6,276,37,237,Soybean
Parbhani,Red,Kharif,1105,32,48,6,288,24,205,Maize
Nashik,Laterite,Rabi,769,27,83,6,333,35,203,Wheat
Chandrapur,Red,Rabi,1099,33,57,7,351,30,200,Sugarcane
Sangli,Laterite,Zaid,667,26,58,7,280,24,288,Sugarcane
Osmanabad,Red,Rabi,518,32,83,6,217,34,206,Tur
Hingoli,Alluvial,Rabi,524,30,64,8,277,21,251,Sugarcane
Ratnagiri,Black,Rabi,1123,29,64,8,303,20,176,Wheat
Kolhapur,Red,Zaid,1064,22,63,6,249,32,218,Rice
Yavatmal,Alluvial,Rabi,1185,32,71,7,237,23,137,Rice
Akola,Laterite,Kharif,1198,20,46,5,221,30,241,Sugarcane
Buldhana,Sandy,Rabi,711,32,45,7,256,33,166,Rice
Nandurbar,Red,Kharif,1159,36,36,6,213,36,226,Wheat
Raigad,Red,Zaid,1192,26,52,7,248,31,234,Cotton
Nandurbar,Laterite,Kharif,774,26,65,7,309,44,220,Maize
Jalna,Sandy,Rabi,642,26,71,7,322,30,219,Rice
Nanded,Black,Kharif,803,31,68,8,268,18,183,Tur
Nanded,Red,Kharif,729,23,76,7,261,35,300,Sugarcane
Ahmednagar,Laterite,Rabi,701,29,37,8,189,24,242,Maize
Pune,Alluvial,Kharif,1030,31,42,7,274,10,175,Soybean
Kolhapur,Sandy,Zaid,1129,26,71,7,318,12,163,Soybean
Sindhudurg,Sandy,Kharif,1418,31,70,7,272,32,252,Wheat
Yavatmal,Laterite,Rabi,924,24,34,6,212,26,141,Tur
Latur,Sandy,Rabi,946,27,61,7,329,27,210,Rice
Bhandara,Alluvial,Rabi,1223,36,76,7,266,26,326,Tur
Gadchiroli,Laterite,Rabi,804,29,56,7,364,26,198,Sugarcane
Raigad,Red,Rabi,789,30,72,7,275,42,289,Rice
Thane,Alluvial,Zaid,1259,29,48,8,291,21,245,Rice
Akola,Laterite,Kharif,1163,25,38,7,258,27,234,Rice
Pune,Red,Zaid,1030,25,70,7,324,29,150,Rice
Jalna,Sandy,Kharif,780,28,85,6,286,32,212,Cotton
Wardha,Black,Zaid,617,27,65,7,301,19,174,Wheat
Nagpur,Sandy,Zaid,1068,25,82,6,304,19,250,Maize
Mumbai Suburban,Black,Zaid,696,29,73,7,200,30,138,Rice
Latur,Sandy,Zaid,1234,25,59,7,314,32,228,Sugarcane
Beed,Red,Kharif,791,28,48,7,303,17,212,Maize
Nashik,Sandy,Rabi,825,33,69,6,298,17,147,Maize
Thane,Laterite,Kharif,689,26,56,8,297,23,236,Rice
Beed,Alluvial,Rabi,890,25,56,8,295,30,182,Wheat
Jalgaon,Black,Kharif,617,30,87,6,311,34,210,Sugarcane
Gondia,Sandy,Kharif,1055,31,54,7,278,18,209,Cotton
Sindhudurg,Sandy,Zaid,553,18,48,7,258,27,186,Rice
Yavatmal,Red,Zaid,16,26,82,8,256,22,265,Tur
Osmanabad,Alluvial,Rabi,620,25,42,9,296,20,148,Soybean
Latur,Red,Zaid,645,35,87,8,315,26,198,Rice
Amravati,Black,Rabi,906,29,71,6,299,17,217,Cotton
Aurangabad,Black,Zaid,1403,21,70,7,286,23,198,Rice
Aurangabad,Red,Zaid,802,26,85,7,286,40,203,Soybean
Nagpur,Black,Kharif,1373,32,63,8,290,25,194,Sugarcane
Sindhudurg,Sandy,Rabi,766,28,74,8,276,10,249,Tur
Bhandara,Black,Kharif,981,30,62,6,291,36,279,Cotton
Parbhani,Laterite,Kharif,660,28,86,7,271,29,198,Cotton
Aurangabad,Laterite,Zaid,881,24,65,7,276,16,248,Tur
Mumbai City,Black,Rabi,645,27,47,8,233,23,191,Soybean
Ahmednagar,Red,Zaid,330,32,63,8,249,21,244,Maize
Osmanabad,Red,Zaid,956,25,67,8,258,28,214,Cotton
Aurangabad,Red,Rabi,732,26,56,7,233,18,195,Wheat
Satara,Sandy,Kharif,716,31,50,6,359,13,217,Sugarcane
Solapur,Alluvial,Zaid,1103,27,90,8,269,35,190,Maize
Ratnagiri,Laterite,Zaid,1053,36,67,7,304,9,241,Tur
Yavatmal,Alluvial,Kharif,1221,31,64,8,252,26,236,Tur
Amravati,Laterite,Zaid,1058,28,69,7,297,23,214,Sugarcane
Nagpur,Red,Zaid,879,28,57,7,335,25,215,Soybean
Buldhana,Sandy,Zaid,627,26,72,8,299,30,216,Maize
Nanded,Laterite,Zaid,726,22,57,7,342,22,253,Cotton
Latur,Red,Kharif,1316,23,49,6,283,23,202,Wheat
Pune,Laterite,Zaid,1365,32,42,7,262,26,230,Tur
Akola,Laterite,Rabi,1105,25,63,7,328,31,163,Maize
Yavatmal,Laterite,Rabi,1407,26,89,8,281,14,302,Tur
Gondia,Red,Zaid,813,34,70,7,285,21,153,Tur
Thane,Red,Rabi,1521,31,49,7,306,28,254,Wheat
Osmanabad,Black,Kharif,950,34,58,7,290,23,238,Cotton
Nanded,Red,Kharif,899,33,61,7,319,19,177,Wheat
Palghar,Red,Zaid,943,31,31,8,231,39,233,Sugarcane
Hingoli,Alluvial,Kharif,962,27,65,6,291,33,193,Maize
Amravati,Sandy,Rabi,880,27,56,8,221,26,221,Maize
Mumbai Suburban,Sandy,Rabi,1222,25,64,7,329,22,237,Wheat
Raigad,Red,Kharif,1087,34,41,6,355,30,213,Sugarcane
Osmanabad,Black,Rabi,1274,27,53,8,297,36,218,Tur
Jalgaon,Sandy,Rabi,610,25,53,8,328,33,180,Rice
Nanded,Sandy,Rabi,881,31,56,7,308,21,182,Wheat
Thane,Sandy,Rabi,1053,31,48,7,209,18,213,Maize
Dhule,Black,Rabi,713,26,82,7,327,20,303,Tur
Mumbai City,Red,Zaid,1206,30,69,7,178,16,192,Wheat
Parbhani,Red,Rabi,1444,31,64,6,233,15,196,Soybean
Osmanabad,Black,Zaid,1052,33,46,6,310,46,91,Maize
Nagpur,Black,Rabi,1306,19,52,7,301,4,309,Maize
Dhule,Alluvial,Rabi,1046,35,99,7,284,32,311,Rice
Amravati,Red,Kharif,1126,26,77,8,252,17,243,Wheat
Dhule,Laterite,Kharif,1349,30,100,7,212,22,245,Soybean
Gondia,Sandy,Kharif,1424,30,64,8,264,10,155,Tur
Washim,Alluvial,Kharif,711,34,49,6,268,13,237,Sugarcane
Jalgaon,Sandy,Kharif,1046,30,65,7,253,13,193,Soybean
Mumbai Suburban,Alluvial,Rabi,1128,32,63,7,272,10,196,Sugarcane
Ahmednagar,Sandy,Zaid,1325,24,69,7,248,11,248,Sugarcane
Nandurbar,Sandy,Rabi,754,26,58,7,308,21,220,Tur
Nanded,Alluvial,Rabi,687,30,61,7,276,32,205,Soybean
Raigad,Black,Rabi,1153,23,39,7,228,24,267,Wheat
Bhandara,Black,Kharif,1738,22,41,7,229,22,304,Wheat
Nanded,Sandy,Rabi,1226,24,43,7,270,8,257,Maize
Raigad,Laterite,Kharif,1209,34,69,7,344,42,207,Wheat
Nandurbar,Red,Kharif,733,29,50,7,285,21,247,Cotton
Latur,Laterite,Kharif,1034,25,89,7,294,29,207,Soybean
Wardha,Laterite,Kharif,990,28,71,7,209,33,294,Tur
Pune,Red,Rabi,1042,30,63,7,221,27,233,Rice
Pune,Alluvial,Zaid,680,27,71,7,346,17,190,Tur
Nandurbar,Alluvial,Rabi,1412,26,57,8,289,25,243,Tur
Akola,Red,Kharif,1245,36,74,8,246,21,218,Sugarcane
Beed,Alluvial,Zaid,733,32,52,8,381,20,241,Sugarcane
Jalna,Laterite,Zaid,1018,21,48,6,228,22,230,Maize
Bhandara,Alluvial,Kharif,686,22,59,7,248,34,180,Tur
Nagpur,Black,Rabi,872,25,69,7,255,20,199,Sugarcane
Kolhapur,Sandy,Kharif,682,31,77,7,241,29,245,Cotton
Bhandara,Laterite,Zaid,996,26,54,7,302,29,154,Cotton
Buldhana,Sandy,Zaid,825,25,71,7,301,9,174,Sugarcane
Nanded,Sandy,Zaid,910,38,87,6,304,15,298,Soybean
Chandrapur,Red,Kharif,1170,26,57,8,205,22,222,Soybean
Nashik,Sandy,Kharif,640,31,58,7,281,14,296,Tur
Sangli,Sandy,Kharif,880,25,87,7,187,28,175,Cotton
Beed,Red,Rabi,1118,27,76,7,304,39,269,Tur
Gadchiroli,Red,Kharif,1138,31,113,7,310,26,234,Cotton
Mumbai Suburban,Alluvial,Zaid,794,26,67,8,268,25,203,Soybean
Buldhana,Red,Rabi,1612,30,72,7,272,27,218,Wheat
Nagpur,Sandy,Kharif,1535,34,62,8,246,34,247,Cotton
Nashik,Laterite,Zaid,850,20,53,7,209,26,227,Cotton
Washim,Sandy,Zaid,1093,30,68,7,243,25,230,Cotton
Hingoli,Alluvial,Rabi,875,25,80,7,375,24,289,Rice
Raigad,Laterite,Kharif,1065,27,60,7,269,37,111,Rice
Nanded,Sandy,Rabi,685,24,43,7,323,12,208,Maize
Osmanabad,Red,Rabi,1513,26,56,7,322,28,176,Tur
Nashik,Laterite,Rabi,1112,26,68,7,262,24,188,Cotton
Mumbai City,Sandy,Kharif,1057,24,77,8,283,35,287,Rice
Dhule,Black,Zaid,1310,26,57,8,203,44,238,Rice
Parbhani,Sandy,Zaid,1006,26,74,8,238,29,180,Tur
Beed,Sandy,Kharif,801,34,61,7,274,30,182,Cotton
Raigad,Black,Zaid,1429,35,74,6,345,53,271,Sugarcane
Dhule,Black,Kharif,689,26,87,6,238,3,228,Sugarcane
Ratnagiri,Alluvial,Zaid,672,33,61,7,359,18,189,Maize
Jalna,Alluvial,Kharif,661,28,46,7,287,32,316,Wheat
Amravati,Sandy,Zaid,737,37,49,8,266,5,240,Sugarcane
Nashik,Sandy,Rabi,631,23,59,7,229,31,173,Wheat
Gondia,Red,Kharif,1229,25,55,7,235,32,229,Sugarcane
Kolhapur,Black,Zaid,848,22,82,7,298,42,303,Sugarcane
Latur,Black,Rabi,1640,27,61,7,260,11,211,Wheat
Ahmednagar,Black,Zaid,1312,25,53,8,228,33,312,Soybean
Aurangabad,Black,Zaid,948,28,79,7,226,15,228,Wheat
Solapur,Black,Rabi,1954,26,80,6,309,35,205,Wheat
Solapur,Black,Kharif,1305,35,67,7,232,22,116,Sugarcane
Hingoli,Black,Zaid,700,25,43,8,254,30,276,Maize
Dhule,Black,Rabi,901,25,75,6,302,28,258,Tur
Satara,Red,Zaid,1053,23,55,7,215,27,247,Wheat
Wardha,Black,Zaid,1102,22,81,6,245,25,148,Sugarcane
Ahmednagar,Laterite,Rabi,797,24,42,8,248,13,224,Soybean
Nanded,Sandy,Rabi,1090,19,65,6,284,22,208,Sugarcane
Washim,Alluvial,Kharif,1046,24,67,7,288,22,295,Cotton
Mumbai City,Alluvial,Rabi,1364,29,41,8,305,20,225,Sugarcane
Gadchiroli,Red,Kharif,505,28,65,6,219,33,300,Rice
Sangli,Red,Rabi,1302,24,54,7,314,30,296,Cotton
Nandurbar,Alluvial,Zaid,795,33,64,7,301,19,208,Cotton
Gadchiroli,Alluvial,Rabi,1314,27,67,7,255,14,262,Sugarcane
Akola,Sandy,Kharif,660,22,63,7,248,36,194,Sugarcane
Osmanabad,Laterite,Rabi,731,30,52,6,283,27,196,Cotton
Mumbai Suburban,Sandy,Zaid,495,25,66,7,289,34,284,Wheat
Washim,Red,Zaid,1448,22,80,7,233,22,210,Rice
Yavatmal,Laterite,Zaid,1267,31,77,8,251,18,358,Tur
Ratnagiri,Alluvial,Rabi,1036,22,55,8,298,26,138,Maize
Gondia,Red,Rabi,981,38,46,8,235,19,296,Soybean
Buldhana,Alluvial,Kharif,1394,29,80,8,354,23,234,Rice
Chandrapur,Laterite,Rabi,880,21,82,7,262,20,278,Sugarcane
Jalgaon,Black,Zaid,1047,26,55,6,289,22,176,Maize
Beed,Red,Zaid,792,28,57,7,264,24,256,Soybean
Chandrapur,Black,Zaid,972,30,61,7,238,27,189,Wheat
Palghar,Laterite,Kharif,713,30,69,6,273,19,183,Rice
Gondia,Red,Rabi,603,24,67,6,311,25,205,Sugarcane
Amravati,Red,Kharif,1011,29,53,7,288,17,218,Soybean
Kolhapur,Black,Kharif,1151,24,82,7,296,37,225,Rice
Sindhudurg,Black,Kharif,1480,27,69,7,322,13,247,Maize
Washim,Alluvial,Kharif,1183,35,81,7,306,38,216,Maize
Yavatmal,Alluvial,Zaid,1338,27,61,8,343,37,290,Sugarcane
Raigad,Sandy,Rabi,582,27,51,6,278,24,193,Sugarcane
Sindhudurg,Red,Rabi,1428,23,97,8,317,27,229,Tur
Akola,Alluvial,Rabi,1092,36,54,7,215,33,281,Maize
Satara,Laterite,Rabi,413,25,72,7,303,15,211,Rice
Thane,Laterite,Rabi,1103,31,64,6,350,29,226,Soybean
Parbhani,Red,Rabi,1823,27,73,8,289,16,186,Tur
Gondia,Laterite,Rabi,489,36,49,7,209,49,152,Tur
Latur,Red,Zaid,844,27,74,7,200,35,209,Wheat
Dhule,Black,Kharif,1462,30,46,6,207,35,255,Sugarcane
Chandrapur,Sandy,Rabi,1159,25,66,7,183,27,239,Rice
Sangli,Black,Zaid,454,30,89,8,250,29,185,Cotton
Beed,Sandy,Rabi,1112,32,59,7,198,34,167,Sugarcane
Gondia,Alluvial,Zaid,1536,26,69,7,265,24,165,Tur
Washim,Black,Zaid,1275,33,65,7,277,17,263,Soybean
Wardha,Red,Rabi,1026,30,89,8,242,39,260,Cotton
Akola,Red,Rabi,746,29,67,7,301,21,223,Rice
Nagpur,Sandy,Kharif,522,28,76,7,216,29,257,Wheat
Wardha,Black,Rabi,947,23,59,7,302,35,206,Tur
Buldhana,Alluvial,Rabi,563,33,56,7,316,15,278,Sugarcane
Jalna,Laterite,Kharif,1289,24,63,8,244,17,224,Soybean
Mumbai City,Red,Zaid,664,35,55,6,278,24,254,Tur
Nagpur,Black,Kharif,1152,21,74,7,227,20,233,Maize
Raigad,Black,Kharif,667,22,61,7,320,35,234,Tur
Ahmednagar,Laterite,Kharif,1012,27,69,6,258,18,255,Maize
Mumbai Suburban,Black,Zaid,795,30,62,7,245,23,205,Wheat
Mumbai Suburban,Black,Kharif,935,22,50,8,302,24,157,Rice
Osmanabad,Sandy,Zaid,1142,36,75,8,306,37,222,Rice
Mumbai City,Black,Zaid,1304,26,30,7,262,26,163,Cotton
Amravati,Sandy,Rabi,803,32,48,7,335,13,227,Sugarcane
Mumbai Suburban,Black,Rabi,920,37,72,8,230,25,224,Tur
Mumbai City,Black,Kharif,714,31,81,7,238,42,210,Tur
Sangli,Laterite,Rabi,1410,23,65,7,319,22,311,Cotton
Thane,Sandy,Zaid,1108,32,67,7,251,16,148,Sugarcane
Solapur,Laterite,Kharif,860,20,77,7,280,22,221,Soybean
Osmanabad,Sandy,Rabi,1190,27,50,8,279,25,245,Maize
Parbhani,Black,Rabi,875,28,74,8,211,15,205,Soybean
Dhule,Red,Zaid,905,34,31,6,311,30,115,Maize
Washim,Black,Kharif,1225,34,56,7,243,36,202,Soybean
Nagpur,Laterite,Rabi,707,19,77,6,330,17,196,Maize
Wardha,Sandy,Rabi,1203,27,51,7,261,18,308,Wheat
Thane,Sandy,Kharif,630,25,61,7,256,31,210,Cotton
Bhandara,Sandy,Rabi,1429,41,62,8,194,23,221,Rice
Mumbai Suburban,Laterite,Rabi,1272,33,67,7,281,33,269,Rice
Latur,Alluvial,Zaid,1391,30,90,8,296,32,179,Wheat
Mumbai Suburban,Red,Zaid,1419,30,65,6,248,30,257,Tur
Yavatmal,Laterite,Rabi,952,27,85,7,273,11,244,Sugarcane
Kolhapur,Black,Zaid,759,28,61,7,361,27,188,Rice
Satara,Sandy,Kharif,1075,30,70,8,309,28,264,Maize
Satara,Alluvial,Kharif,1589,24,48,7,351,26,282,Wheat
Osmanabad,Laterite,Kharif,703,27,70,7,320,29,243,Maize
Pune,Red,Zaid,1085,18,59,6,340,16,255,Soybean
Beed,Red,Zaid,656,23,51,6,251,3,209,Tur
Raigad,Red,Zaid,584,23,46,6,345,24,195,Soybean
Nandurbar,Alluvial,Zaid,527,33,89,7,370,34,235,Tur
Nagpur,Alluvial,Zaid,1012,30,63,7,302,4,216,Cotton
Thane,Sandy,Kharif,1026,31,73,8,242,32,317,Maize
Raigad,Red,Zaid,1246,33,55,6,279,28,189,Maize
Solapur,Sandy,Rabi,681,25,67,7,317,25,169,Tur
Gadchiroli,Sandy,Kharif,1071,30,68,9,193,32,181,Rice
Yavatmal,Alluvial,Kharif,440,41,74,6,271,28,250,Sugarcane
Gadchiroli,Sandy,Zaid,1081,24,59,7,340,23,294,Wheat
Gondia,Alluvial,Zaid,1161,24,76,6,297,28,214,Soybean
Aurangabad,Sandy,Rabi,1057,31,75,7,252,20,258,Wheat
Raigad,Black,Kharif,1230,32,51,7,301,25,81,Maize
Buldhana,Laterite,Rabi,618,34,79,6,224,11,219,Maize
Osmanabad,Laterite,Rabi,1086,33,60,7,324,8,350,Maize
Gadchiroli,Sandy,Kharif,593,25,64,7,259,33,268,Wheat
Kolhapur,Laterite,Kharif,813,32,83,6,271,23,226,Rice
Solapur,Laterite,Zaid,1367,28,77,7,357,25,226,Cotton
Nandurbar,Red,Rabi,518,29,57,6,273,27,240,Wheat
Hingoli,Black,Kharif,1472,30,42,8,255,36,243,Soybean
Beed,Alluvial,Zaid,916,26,52,8,244,34,165,Cotton
Wardha,Red,Rabi,1035,25,58,6,313,19,214,Maize
Sangli,Red,Zaid,741,32,99,7,298,24,185,Soybean
Sindhudurg,Laterite,Zaid,1169,35,70,7,257,17,233,Sugarcane
Kolhapur,Black,Rabi,658,29,67,7,147,20,146,Tur
Washim,Sandy,Kharif,845,30,67,5,290,21,195,Sugarcane
Buldhana,Laterite,Zaid,1295,20,55,6,217,25,262,Soybean
Nandurbar,Alluvial,Rabi,1057,30,91,6,209,33,181,Soybean
Nagpur,Alluvial,Rabi,1070,31,61,8,275,20,277,Sugarcane
Dhule,Alluvial,Zaid,904,29,57,7,216,18,284,Sugarcane
Gadchiroli,Sandy,Kharif,1134,31,68,7,312,12,261,Tur
Akola,Sandy,Rabi,1162,26,45,7,206,24,295,Rice
Wardha,Sandy,Zaid,491,27,58,7,275,30,236,Cotton
Nandurbar,Alluvial,Zaid,777,27,42,7,267,29,223,Maize
Thane,Red,Kharif,1244,23,59,7,272,27,200,Tur
Kolhapur,Sandy,Zaid,1461,32,83,7,305,14,211,Maize
Parbhani,Red,Rabi,1853,21,79,7,253,5,240,Maize
Gondia,Laterite,Zaid,696,30,74,7,327,23,212,Cotton
Thane,Laterite,Zaid,1367,32,64,7,235,16,222,Rice
Aurangabad,Alluvial,Rabi,1304,25,56,6,182,31,258,Maize
Palghar,Sandy,Rabi,969,35,66,7,219,34,236,Maize
Raigad,Red,Kharif,819,22,77,7,318,28,201,Wheat
Pune,Red,Kharif,963,27,46,8,218,26,281,Cotton
Nagpur,Laterite,Kharif,822,31,66,7,305,30,208,Tur
Ahmednagar,Laterite,Zaid,842,24,54,8,263,21,246,Soybean
Yavatmal,Laterite,Rabi,1219,26,61,7,228,28,164,Sugarcane
Thane,Alluvial,Rabi,1389,33,60,8,318,30,182,Wheat
Nanded,Alluvial,Kharif,1088,26,81,7,231,33,200,Soybean
Raigad,Red,Kharif,588,26,64,8,173,33,155,Soybean
Thane,Sandy,Rabi,579,27,63,7,279,39,240,Maize
Buldhana,Sandy,Rabi,880,25,75,7,275,23,195,Cotton
Nandurbar,Red,Kharif,734,34,66,7,229,40,244,Soybean
Mumbai City,Red,Zaid,1047,27,62,6,322,20,214,Cotton
Jalna,Alluvial,Zaid,638,25,77,7,334,27,257,Rice
Buldhana,Laterite,Kharif,939,30,83,7,249,25,181,Tur
Nashik,Black,Rabi,983,25,91,7,263,10,323,Rice
Yavatmal,Black,Zaid,883,19,34,8,270,29,204,Wheat
Thane,Alluvial,Zaid,871,26,83,7,241,22,198,Wheat
Beed,Black,Kharif,581,28,81,6,279,28,182,Soybean
Osmanabad,Sandy,Kharif,845,24,80,8,281,39,260,Sugarcane
Gadchiroli,Sandy,Rabi,1242,27,69,7,329,29,168,Cotton
Gondia,Alluvial,Kharif,968,32,40,6,292,27,209,Soybean
Sangli,Alluvial,Rabi,838,38,73,7,253,40,210,Cotton
Ratnagiri,Red,Kharif,893,33,55,8,322,14,257,Sugarcane
Raigad,Sandy,Rabi,873,27,64,7,285,20,275,Wheat
Nandurbar,Red,Kharif,734,29,57,7,258,29,210,Cotton
Wardha,Black,Rabi,493,30,42,6,280,25,231,Maize
Nagpur,Black,Rabi,439,30,69,7,222,32,200,Sugarcane
Solapur,Black,Kharif,1153,28,59,7,224,23,224,Wheat
Nandurbar,Red,Zaid,1086,31,45,7,259,21,184,Wheat
Raigad,Sandy,Rabi,605,32,92,7,249,25,260,Sugarcane
Satara,Red,Rabi,899,26,59,7,261,18,205,Soybean
Raigad,Red,Rabi,896,34,57,8,277,25,197,Wheat
Jalgaon,Black,Kharif,951,32,84,6,231,33,232,Cotton
Buldhana,Red,Zaid,1069,31,46,7,223,19,237,Maize
Buldhana,Black,Kharif,1166,28,81,7,287,32,247,Rice
Hingoli,Sandy,Kharif,1294,23,60,7,254,25,159,Rice
Nagpur,Black,Kharif,945,30,82,6,274,21,303,Cotton
